brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%)
5376,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,149,95,67,237.7,115.2,66.3,0.93
5377,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,191,87,72,252.5,125.1,68.2,1.1
5378,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.12,122,49,53,242.5,119.2,61.8,0.92
5379,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,102,103,181.6,121.3,62.2,0.7
5380,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,207,104,77,256.1,116.2,67.2,1.03
5381,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,140,97,249.8,121.3,63.5,0.99
5382,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,179,104,70,257.6,126.0,65.4,1.09
5383,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,229,140,97,155.0,118.8,68.0,0.64
5384,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.09,229,127,111,254.7,121.5,66.9,1.06
5385,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.09,229,127,111,180.7,123.8,64.4,0.74
5386,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,229,140,97,256.5,123.4,66.0,1.07
5387,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,229,140,97,258.4,117.0,64.1,0.99
5388,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.12,229,102,103,144.5,117.7,67.1,0.59
5389,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,179,104,70,261.1,122.5,67.8,1.11
5390,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,102,103,240.5,125.1,67.8,1.05
5391,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,207,104,77,245.4,123.4,65.2,1.01
5392,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,228,136,105,261.9,115.4,63.4,0.98
5393,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,145,105,243.3,123.5,66.0,1.02
5394,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,140,97,184.6,123.0,63.6,0.74
5395,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,149,95,67,244.5,114.5,65.4,0.94
5396,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,127,111,252.1,117.6,67.4,1.02
5397,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,149,95,67,246.9,125.1,63.0,1.0
5398,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,107,246.9,123.6,62.0,0.97
5399,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,191,87,72,248.5,116.5,67.6,1.0
5400,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,122,49,53,242.8,120.0,66.9,1.0
5401,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,191,87,72,247.5,116.5,65.1,0.96
5402,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,145,105,250.8,124.3,66.9,1.07
5403,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.1,179,104,70,256.7,122.6,65.7,1.06
5404,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,252.7,125.6,65.1,1.06
5405,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,191,87,72,238.9,121.9,64.4,0.96
5406,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.07,229,140,107,256.9,122.8,61.8,1.0
5407,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,156,73,62,253.5,118.5,63.8,0.98
5408,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.09,229,140,107,247.3,115.0,67.8,0.99
5409,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.12,229,140,97,240.0,125.7,64.5,1.0
5410,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,145,105,257.9,124.1,65.2,1.07
5411,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,127,111,238.9,122.5,66.9,1.0
5412,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,228,136,105,185.0,123.2,67.8,0.79
5413,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,179,104,70,244.2,116.0,64.9,0.94
5414,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,229,145,105,258.7,114.4,62.6,0.95
5415,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,160,76,67,141.4,114.8,67.2,0.56
5416,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.13,122,49,53,238.4,114.3,62.1,0.87
5417,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,207,104,77,260.2,116.6,63.2,0.98
5418,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,122,49,53,175.6,121.5,66.1,0.72
5419,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.09,229,102,103,242.5,123.1,65.0,1.0
5420,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,179,104,70,252.9,115.9,65.0,0.98
5421,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.27,0.01,149,95,67,252.8,122.9,64.5,1.03
5422,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,127,111,256.5,119.6,62.5,0.98
5423,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,228,136,105,238.1,114.5,66.2,0.93
5424,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,207,104,77,257.6,119.1,64.3,1.01
5425,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,160,76,67,180.6,115.2,67.3,0.72
5426,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,122,49,53,252.8,117.8,62.5,0.95
5427,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,140,107,163.2,121.1,66.4,0.67
5428,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,140,107,241.2,122.4,65.6,0.99
5429,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,160,76,67,238.2,120.3,62.0,0.91
5430,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.11,179,104,70,148.8,124.0,62.5,0.59
5431,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,160,76,67,238.5,125.3,65.2,1.0
5432,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,127,111,258.9,125.9,63.8,1.07
5433,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,127,111,220.9,123.2,67.3,0.94
5434,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.11,229,140,107,244.2,117.7,66.7,0.98
5435,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,179,104,70,246.0,124.9,66.6,1.05
5436,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,228,136,105,244.9,115.7,64.6,0.94
5437,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.12,229,145,105,257.7,118.1,66.6,1.04
5438,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.11,229,140,107,152.1,118.9,67.4,0.63
5439,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,156,73,62,227.1,122.1,63.9,0.91
5440,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,140,97,251.4,125.5,62.3,1.01
5441,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.08,160,76,67,240.8,117.7,62.3,0.91
5442,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,229,127,111,237.7,118.3,62.5,0.9
5443,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,160,76,67,258.8,116.9,65.9,1.02
5444,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.12,228,136,105,261.0,118.0,66.0,1.04
5445,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,179,104,70,229.7,125.8,62.3,0.92
5446,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,254.6,123.6,67.2,1.08
5447,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,149,95,67,242.2,116.1,67.6,0.97
5448,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,107,237.9,124.0,63.7,0.96
5449,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,160,76,67,246.0,119.3,67.2,1.01
5450,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,102,103,244.3,116.3,65.5,0.95
5451,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,207,104,77,249.7,117.9,65.9,0.99
5452,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.13,229,145,105,242.4,115.7,63.7,0.92
5453,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.13,229,145,105,244.9,117.1,67.7,1.0
5454,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.14,229,140,97,253.1,120.9,66.9,1.05
5455,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,207,104,77,178.0,118.6,63.7,0.69
5456,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,156,73,62,244.2,121.1,63.3,0.96
5457,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.27,0.12,229,140,97,237.8,119.4,66.4,0.97
5458,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.11,207,104,77,206.8,120.7,68.0,0.87
5459,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,122,49,53,250.8,125.7,64.7,1.05
5460,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.15,228,136,105,255.8,125.0,64.7,1.06
5461,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,140,107,248.7,115.2,65.6,0.96
5462,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.13,149,95,67,178.6,123.6,65.5,0.74
5463,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,140,97,240.1,117.3,68.0,0.98
5464,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,160,76,67,237.5,119.9,66.4,0.97
5465,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,156,73,62,249.7,115.8,63.0,0.93
5466,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,160,76,67,239.8,121.3,66.0,0.98
5467,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,145,105,250.2,114.9,66.8,0.98
5468,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,149,95,67,241.2,117.5,65.5,0.95
5469,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,122,49,53,205.4,122.7,67.0,0.87
5470,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.11,229,140,97,249.3,116.0,62.5,0.93
5471,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,228,136,105,155.6,121.1,62.3,0.6
5472,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,229,127,111,244.9,121.5,66.9,1.02
5473,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,229,127,111,251.4,121.9,63.8,1.0
5474,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,179,104,70,243.9,121.4,65.5,0.99
5475,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.11,229,145,105,256.6,119.6,67.7,1.07
5476,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,140,97,139.9,114.6,68.2,0.56
5477,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.01,229,140,97,261.3,124.5,61.9,1.03
5478,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,207,104,77,243.7,115.7,65.2,0.94
5479,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,191,87,72,248.9,114.1,62.5,0.91
5480,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,228,136,105,144.6,115.5,63.3,0.54
5481,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,228,136,105,244.5,118.1,64.8,0.96
5482,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,239.5,117.3,62.2,0.9
5483,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,122,49,53,237.9,114.6,67.7,0.95
5484,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,241.9,117.3,63.6,0.93
5485,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,229,140,107,243.1,122.2,67.6,1.03
5486,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,191,87,72,250.1,121.7,63.1,0.98
5487,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.14,179,104,70,240.9,118.9,65.6,0.96
5488,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,191,87,72,248.2,125.7,64.8,1.04
5489,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.07,179,104,70,239.2,115.2,67.1,0.95
5490,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,228,136,105,254.4,116.5,68.0,1.03
5491,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,191,87,72,253.4,116.1,67.8,1.02
5492,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.11,207,104,77,261.4,118.1,67.8,1.07
5493,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,207,104,77,256.5,121.2,64.1,1.02
5494,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,122,49,53,257.5,121.6,62.6,1.01
5495,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.08,160,76,67,259.6,124.4,62.9,1.04
5496,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.08,229,127,111,256.7,118.0,68.0,1.06
5497,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.1,229,127,111,251.0,118.5,67.4,1.03
5498,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,207,104,77,136.1,118.6,64.6,0.53
5499,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,259.0,115.3,63.5,0.97
5500,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.12,207,104,77,259.7,118.1,62.9,0.99
5501,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.14,191,87,72,248.7,124.2,67.4,1.07
5502,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,149,95,67,137.4,122.0,63.1,0.54
5503,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,149,95,67,240.9,118.5,63.1,0.92
5504,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,102,103,255.6,119.0,67.1,1.05
5505,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,127,111,242.4,116.7,67.9,0.99
5506,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,127,111,259.8,114.7,66.6,1.02
5507,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,228,136,105,249.7,122.5,62.7,0.98
5508,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,207,104,77,261.0,119.8,66.5,1.07
5509,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,122,49,53,248.8,116.6,64.9,0.97
5510,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.11,122,49,53,259.5,123.1,68.2,1.12
5511,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,207,104,77,239.6,120.2,66.5,0.98
5512,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,127,111,251.9,117.5,66.7,1.01
5513,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,102,103,157.6,114.2,67.7,0.62
5514,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,160,76,67,239.5,120.1,67.3,0.99
5515,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,229,127,111,259.9,118.2,64.3,1.01
5516,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,140,97,145.9,124.3,66.1,0.61
5517,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.1,228,136,105,194.6,114.7,63.0,0.72
5518,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,229,145,105,254.5,117.1,66.3,1.01
5519,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,140,107,245.5,125.8,65.5,1.04
5520,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,228,136,105,244.3,125.4,66.8,1.05
5521,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,179,104,70,253.4,118.4,65.1,1.0
5522,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,122,49,53,257.9,123.0,66.9,1.09
5523,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.1,179,104,70,246.8,116.4,64.7,0.95
5524,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.07,160,76,67,262.1,116.3,67.4,1.05
5525,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.16,0.01,229,189,140,261.0,124.9,62.8,1.05
5526,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.25,0.01,229,201,145,253.6,116.3,68.2,1.03
5527,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.46,0.01,229,145,124,215.5,116.9,65.6,0.85
5528,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.39,0.11,222,171,134,242.9,115.0,65.7,0.94
5529,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.49,0.01,194,155,102,178.9,119.5,66.4,0.73
5530,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.2,0.01,229,189,140,244.1,122.9,65.0,1.0
5531,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.09,0.09,185,152,119,262.4,123.5,65.9,1.1
5532,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.43,0.01,229,145,124,238.0,118.4,63.1,0.91
5533,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.25,0.01,229,140,115,248.5,118.0,67.4,1.01
5534,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.18,0.07,229,178,149,259.7,119.4,62.7,1.0
5535,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.08,0.13,222,171,134,247.9,123.9,67.0,1.06
5536,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.31,0.01,222,189,147,256.4,119.8,67.1,1.06
5537,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.19,0.01,229,201,145,248.3,123.8,63.1,0.99
5538,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.11,0.13,222,189,147,262.1,125.4,65.0,1.1
5539,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.18,0.01,222,171,134,257.1,122.1,64.9,1.04
5540,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.46,0.01,222,171,134,245.8,125.5,64.0,1.01
5541,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.46,0.01,154,137,103,257.0,117.7,62.7,0.97
5542,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.39,0.01,229,145,124,247.3,114.1,65.3,0.94
5543,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.3,0.14,222,171,134,256.8,119.8,66.8,1.05
5544,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.32,0.01,229,178,149,248.5,115.5,67.3,0.99
5545,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.8,0.01,222,171,134,173.3,125.6,66.2,0.74
5546,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.43,0.01,229,206,156,202.1,116.9,66.6,0.81
5547,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.4,0.01,229,206,156,241.1,115.9,66.5,0.95
5548,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.36,0.01,222,171,134,237.6,119.4,65.2,0.95
5549,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.07,0.01,229,201,145,254.6,114.4,66.7,1.0
5550,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.7,0.01,229,140,115,261.3,120.5,67.0,1.08
5551,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.31,0.14,194,155,102,233.8,120.8,64.1,0.93
5552,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.4,0.01,229,145,124,260.1,117.9,65.9,1.04
5553,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.2,0.01,222,189,147,244.2,123.0,65.4,1.01
5554,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.32,0.01,222,189,147,243.7,123.4,64.2,0.99
5555,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.36,0.15,229,206,156,239.8,122.4,66.6,1.0
5556,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.11,0.01,229,178,149,173.4,121.8,65.7,0.71
5557,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.29,0.01,229,178,149,256.3,121.5,66.7,1.07
5558,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.22,0.11,229,178,149,261.0,121.6,64.3,1.05
5559,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.17,0.01,229,206,156,253.6,123.1,63.4,1.01
5560,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.43,0.01,154,137,103,249.9,124.4,64.7,1.03
5561,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.07,0.01,229,201,145,253.5,123.5,67.9,1.09
5562,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.4,0.01,229,206,156,240.7,122.6,66.0,1.0
5563,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.48,0.01,229,178,149,244.1,124.8,62.1,0.97
5564,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.4,0.01,194,155,102,255.5,118.1,65.0,1.01
5565,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.19,0.01,154,137,103,249.8,125.3,65.1,1.04
5566,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.23,0.09,229,201,145,248.1,121.5,68.1,1.05
5567,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.35,0.08,229,140,115,260.7,115.3,67.3,1.04
5568,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.35,0.01,222,171,134,258.8,115.3,62.2,0.95
5569,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.11,0.01,229,189,140,236.9,116.4,63.6,0.9
5570,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.18,0.01,222,171,134,253.2,120.7,67.8,1.06
5571,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.7,0.01,229,178,149,241.5,124.5,61.8,0.95
5572,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.29,0.11,154,137,103,254.0,123.7,63.3,1.02
5573,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.47,0.01,222,189,147,139.5,115.6,66.9,0.55
5574,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.2,0.01,222,171,134,259.6,118.8,67.0,1.06
5575,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.3,0.01,229,145,124,243.4,115.5,63.8,0.92
5576,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.15,0.01,229,201,145,241.3,117.7,62.3,0.91
5577,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.21,0.01,222,171,134,258.0,125.3,62.4,1.03
5578,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.49,0.01,229,189,140,262.0,114.6,63.3,0.97
5579,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.7,0.01,229,189,140,213.9,115.7,63.3,0.8
